Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Crop_Growth_Stage_Harvest,Crop_Growth_Stage_Sowing,Crop_Growth_Stage_Vegetative,Season_Rabi,Season_Zaid,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,Water_Source_Rainwater,Water_Source_Reservoir,Water_Source_River,Mulching_Used_Yes,Region_East,Region_North,Region_South,Region_West,Irrigation_Need
7.94,18.21,0.6,2.53,26.85,27.21,1711.93,9.16,6.25,6.81,42.32,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,2
5.45,13.99,0.93,3.42,32.97,33.06,221.3,9.65,3.9,1.08,37.27,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0
5.78,12.42,0.42,0.98,29.03,90.46,307.74,8.84,15.21,7.4,82.63,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
5.16,62.21,1.55,0.26,28.81,79.37,1379.24,10.0,17.65,13.92,17.53,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
6.33,45.03,1.21,1.09,31.95,80.02,754.93,6.07,6.34,13.86,86.3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,1
8.0,35.65,0.98,0.59,22.04,68.05,302.86,4.63,4.82,4.92,13.07,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,1
6.13,32.62,0.84,2.68,33.09,93.04,303.39,6.94,0.57,7.79,94.27,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1
7.67,39.64,1.41,2.67,36.57,43.11,1552.99,4.08,9.31,1.87,93.82,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,2
6.94,61.89,0.43,3.11,15.39,38.12,1170.79,7.16,6.67,10.81,93.46,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,1
6.56,61.0,0.75,1.24,26.15,25.32,1945.49,10.16,5.88,2.5,114.48,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1
7.51,22.36,1.14,0.2,37.05,85.82,382.95,7.82,15.07,9.42,109.2,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2
4.89,52.58,1.03,0.45,26.94,92.27,913.95,4.33,5.55,10.06,94.95,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1
5.69,64.45,0.36,0.26,39.81,29.34,2047.45,10.02,3.23,4.92,55.56,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,2
8.18,40.0,1.0,2.31,23.58,52.1,1541.45,6.91,12.33,12.55,17.25,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,1
5.87,10.97,0.98,1.09,36.34,34.22,1852.24,7.77,1.09,10.15,17.72,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2
4.97,58.77,1.3,0.35,22.44,28.29,759.76,7.87,15.33,11.0,8.31,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,1
4.83,46.36,1.18,2.07,32.05,43.08,329.2,6.86,6.76,9.96,16.93,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,1
5.73,56.02,1.06,1.77,20.04,59.05,1091.01,7.43,2.76,13.02,72.59,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
6.08,46.88,1.38,2.09,12.16,45.18,995.18,7.77,12.46,1.56,64.15,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,1
5.87,12.19,1.05,2.74,27.5,64.58,1883.67,8.13,14.04,9.56,104.89,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,1
4.85,15.13,0.73,3.35,13.21,88.38,1114.22,10.9,2.41,2.0,36.93,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,2
5.89,8.34,1.26,1.78,23.37,77.59,1992.33,9.95,12.81,0.92,114.89,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,2
6.28,45.0,1.22,3.45,22.45,38.62,2072.3,9.93,5.9,3.18,118.55,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,1
7.84,44.4,1.53,3.27,28.78,83.65,1353.14,9.9,5.7,2.62,78.6,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
5.53,64.35,0.83,2.1,17.03,91.41,1351.64,5.78,5.59,1.55,109.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1
5.84,20.73,0.48,1.41,25.42,66.57,2256.57,9.55,11.66,2.73,30.46,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,1
5.59,44.85,1.39,0.61,34.51,77.84,1881.32,4.81,16.03,7.48,105.17,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,2
7.55,49.13,0.81,3.49,13.99,84.02,741.44,7.51,5.48,14.86,111.3,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,1
8.11,20.3,1.46,2.3,13.75,60.35,1152.12,6.51,18.33,8.23,16.81,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2
7.7,10.35,1.2,0.36,21.91,31.8,560.29,8.92,5.87,11.65,80.26,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,1
7.72,64.04,0.97,1.89,32.86,47.6,1729.13,10.57,19.09,7.95,67.85,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,2
5.68,18.69,1.38,1.34,23.28,45.71,1995.18,7.68,19.97,2.1,83.4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,2
7.48,55.47,1.21,0.33,19.37,83.29,433.13,10.58,2.65,4.65,86.77,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1
6.89,22.4,1.2,0.35,21.59,93.17,560.58,4.31,6.71,9.12,103.75,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,1
5.19,22.62,1.17,2.55,14.76,59.45,1680.85,6.82,11.53,6.88,62.96,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,2
6.64,63.61,0.37,0.11,14.93,88.49,231.47,10.55,5.56,3.11,46.18,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,2
5.39,8.02,0.56,3.33,24.94,93.93,123.87,4.06,14.53,12.45,29.53,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2
7.11,38.89,0.68,1.09,31.95,88.31,1297.3,4.51,7.4,3.52,66.95,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,1
5.09,38.5,0.78,1.84,24.0,74.34,786.51,5.29,16.05,10.61,115.97,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,2
5.55,53.35,0.39,2.5,14.68,81.09,1333.08,11.0,3.06,11.62,47.35,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,1
6.93,52.16,0.51,0.88,27.55,50.61,48.37,8.14,0.81,4.48,71.9,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
7.03,43.92,0.81,0.26,21.51,87.72,250.19,8.42,12.27,9.45,94.12,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2
8.02,53.11,1.45,0.6,20.57,91.45,1149.21,9.59,1.97,13.96,78.13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
7.8,47.82,1.26,0.98,25.53,50.63,2142.06,7.12,3.07,11.23,45.26,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,1
6.99,14.64,0.83,1.65,30.95,59.05,1887.97,7.29,10.85,0.34,107.77,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,2
5.66,37.33,1.5,2.51,18.17,73.52,2320.32,8.59,17.99,3.08,52.4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,1
6.38,64.39,0.91,1.38,12.16,72.99,1046.81,6.15,1.71,11.54,71.55,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,1
6.39,25.6,1.3,2.29,25.88,90.23,89.0,8.42,15.51,4.69,45.65,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2
5.22,18.62,0.88,2.64,25.11,37.81,1324.38,6.85,19.35,10.09,112.47,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2
6.26,23.21,1.18,2.53,31.98,47.63,2470.36,8.03,11.42,13.41,89.85,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,2
5.51,26.48,0.35,2.38,18.6,40.02,1602.39,5.94,4.92,6.9,23.13,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,1
7.5,51.7,1.31,1.39,20.6,76.57,2134.46,10.55,1.06,5.11,70.63,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,1
5.72,31.8,0.82,0.97,30.9,52.81,1373.38,6.07,17.78,5.76,39.88,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,2
5.38,22.69,1.01,1.49,41.63,86.56,541.96,4.74,16.68,9.23,99.26,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0
8.14,54.8,0.49,2.02,16.73,34.3,1699.38,8.05,3.92,12.7,85.84,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,1
5.32,42.75,0.87,1.57,13.2,66.64,1645.43,7.91,13.88,8.47,66.03,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,2
5.0,30.14,1.09,0.45,31.34,89.88,198.68,7.63,19.22,0.5,68.74,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,2
6.64,17.28,0.95,2.31,31.02,94.22,545.1,6.62,3.72,14.76,81.78,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2
7.21,14.12,0.83,1.56,13.38,41.79,2066.13,8.95,0.9,5.96,36.02,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
5.83,26.52,0.66,1.51,23.93,57.73,1496.55,10.17,5.38,5.62,30.54,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,1
5.14,48.77,1.32,0.69,20.59,55.16,2275.81,4.41,0.69,9.52,69.2,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,1
7.14,17.37,1.01,1.4,28.04,88.32,372.78,5.88,5.62,11.83,13.87,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2
6.75,11.75,1.04,0.83,36.51,53.33,254.34,10.47,1.74,9.92,33.65,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,0
6.37,57.91,0.87,2.15,17.94,60.94,850.06,8.58,12.24,1.3,33.7,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,2
7.59,26.35,0.37,3.02,30.63,59.16,1248.8,4.57,18.69,13.73,103.03,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,2
5.94,46.96,0.95,0.36,26.68,74.07,1191.07,9.13,10.47,5.62,45.45,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1
6.82,28.92,0.55,1.51,32.77,31.95,27.73,4.51,10.91,3.04,105.75,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,2
7.94,46.93,1.32,1.99,26.66,76.13,755.91,10.17,1.76,11.36,68.52,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,1
5.12,24.61,1.02,1.99,13.88,25.28,1774.63,7.6,19.27,13.2,13.84,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
5.24,15.18,1.46,1.5,33.53,43.39,1137.3,9.76,18.17,9.9,14.75,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,2
7.76,38.72,1.42,2.65,14.02,60.75,290.44,10.55,15.35,11.72,109.2,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,2
7.85,59.98,0.57,0.78,28.73,75.12,1452.15,5.61,15.53,7.28,31.34,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,1
5.31,44.71,0.75,0.42,20.67,67.55,1155.13,10.74,17.05,2.06,35.27,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1
8.11,38.18,1.16,3.13,12.26,50.96,2119.11,5.02,11.22,11.39,105.8,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6.8,47.51,0.93,3.0,23.72,34.4,875.07,5.67,8.61,6.68,48.77,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,1
6.88,9.67,0.78,1.18,12.29,84.21,48.09,8.82,16.43,11.19,16.36,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,2
7.84,21.7,0.81,3.36,36.25,49.95,179.53,6.65,5.61,13.32,107.39,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,0
7.76,32.19,0.41,1.21,36.46,75.32,2356.58,9.06,17.66,2.38,33.96,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,1
6.12,30.69,1.58,1.53,21.04,65.98,1782.46,6.89,10.89,12.96,37.86,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,1
5.35,35.49,1.13,3.35,18.9,72.33,1156.85,6.85,11.85,13.77,91.74,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,1
4.98,62.1,1.1,1.14,23.13,81.25,51.68,7.6,17.32,9.08,93.55,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,2
6.47,44.91,0.66,0.31,39.58,60.18,248.16,6.06,15.71,2.71,93.95,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0
7.84,64.92,0.78,2.31,29.69,45.76,1314.18,8.37,16.31,13.61,86.56,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,1
6.0,45.16,0.33,0.72,34.38,36.05,1586.73,8.44,8.55,0.58,78.67,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5.42,8.06,1.44,1.59,19.87,76.72,818.38,7.44,9.12,3.7,51.24,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,2
7.88,39.33,0.74,0.91,20.12,89.19,1815.39,9.21,4.37,10.38,79.49,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,1
5.79,38.94,0.76,2.04,36.35,85.8,715.83,9.53,8.17,10.31,49.64,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1
8.04,48.16,1.21,0.47,17.76,53.11,2213.01,8.38,2.75,8.88,81.64,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
6.53,25.93,1.29,1.26,21.29,48.36,776.46,6.05,17.85,12.11,56.79,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,2
6.87,42.63,0.39,0.88,36.82,59.56,192.97,10.03,17.49,3.06,38.37,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,2
6.5,17.1,0.55,1.38,39.17,53.7,508.68,6.83,2.66,2.94,51.25,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,1
7.49,17.18,1.37,3.07,34.49,77.24,2088.39,6.7,19.72,8.06,75.35,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,2
5.12,40.32,1.02,0.69,24.32,29.76,869.66,10.05,1.01,0.95,76.3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,1
4.82,18.64,0.82,0.81,39.82,30.92,2109.78,9.01,6.49,10.97,52.57,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2
7.67,38.44,0.75,3.48,29.13,42.58,2330.3,10.44,2.96,1.62,7.19,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
5.83,46.87,0.5,1.97,18.35,79.48,1092.68,4.97,9.07,6.3,99.6,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,1
7.91,43.23,0.69,3.04,38.82,92.93,1427.73,6.83,1.2,12.28,82.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2
5.35,63.84,1.25,3.21,25.32,31.11,509.07,4.17,5.76,6.92,97.87,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,1
7.72,21.33,0.48,2.21,41.58,45.17,1479.59,6.85,5.59,3.71,35.8,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,2
5.72,26.25,0.35,1.58,14.48,74.04,684.16,5.56,18.64,13.72,69.24,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1
6.46,38.22,1.19,0.33,14.76,78.77,1265.3,6.76,7.52,4.95,74.68,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1
6.25,14.54,1.25,0.2,14.62,58.12,445.34,4.9,11.04,10.55,11.78,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2
5.59,42.98,0.6,1.44,40.46,81.13,1298.39,8.0,7.89,10.24,57.46,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,1
7.64,57.44,0.42,1.25,38.75,55.24,2185.75,7.28,5.25,7.86,91.17,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,1
6.1,21.39,1.1,1.67,40.68,48.61,2141.4,10.26,2.3,8.14,35.13,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,2
6.07,44.91,0.32,0.2,39.85,81.64,931.55,8.86,7.92,0.48,26.12,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,1
6.98,9.81,0.83,1.42,32.31,35.14,678.03,4.87,2.43,3.41,40.29,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,2
7.72,63.33,0.74,0.31,29.88,57.36,2133.33,10.12,14.84,14.05,34.53,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,1
7.98,33.09,1.42,2.83,23.29,40.15,507.95,6.65,17.38,5.95,42.07,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
8.2,27.48,0.85,2.79,14.59,92.94,1775.37,4.82,15.76,6.62,45.97,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,1
7.3,19.92,1.23,2.19,15.16,82.6,2134.2,7.86,10.77,14.34,0.77,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,2
8.04,40.3,1.55,3.38,28.06,41.23,71.32,8.6,5.77,14.36,26.98,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,2
5.03,12.14,1.14,2.65,28.13,70.29,58.06,6.73,12.09,2.5,5.41,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
5.06,36.92,0.56,1.88,26.06,84.73,476.64,6.46,9.36,4.09,92.64,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,1
6.1,45.7,1.6,3.46,35.22,71.55,2200.57,5.28,4.35,10.53,108.39,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1
7.37,64.92,0.98,0.85,15.12,36.45,1349.09,4.96,5.75,0.32,29.36,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,1
5.37,41.44,0.36,0.74,39.67,51.5,2480.59,5.2,13.34,3.16,49.88,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,2
5.57,50.87,0.34,2.57,36.99,72.19,1083.45,8.97,4.89,6.25,10.27,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1
6.68,49.01,1.4,0.53,38.4,91.22,2049.64,5.92,15.91,1.93,14.31,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
7.77,48.4,0.82,1.16,27.35,72.42,2000.22,7.11,13.54,4.83,85.85,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
7.51,49.14,0.35,1.95,27.82,37.22,1384.5,6.19,11.58,13.99,70.61,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,1
7.04,12.18,1.58,2.07,38.11,72.19,2471.73,4.16,5.25,14.11,53.81,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2
7.64,45.08,0.68,0.5,22.2,76.99,764.87,8.09,17.99,3.25,75.1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,1
5.46,42.19,0.48,1.06,18.31,29.11,1720.61,5.09,9.98,5.15,45.98,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,1
8.02,27.66,0.39,1.8,12.4,92.1,1105.45,8.93,17.46,3.11,58.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1
6.29,43.66,0.66,2.99,35.76,77.69,1990.08,10.32,13.95,10.03,20.54,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7.73,61.31,0.43,2.21,19.79,72.21,1671.13,7.36,12.66,7.48,65.91,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1
5.93,25.25,1.26,2.37,38.8,79.05,2256.05,4.46,12.04,7.23,40.13,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,2
7.91,46.78,0.8,0.61,14.57,79.49,1946.12,4.09,16.17,2.88,77.15,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,1
7.4,37.98,0.35,0.42,35.09,45.21,1753.24,9.15,4.79,8.99,8.62,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1
7.19,39.46,0.54,2.98,12.37,63.81,557.35,7.57,18.62,11.27,112.0,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,2
6.85,37.33,0.71,3.1,25.78,37.71,602.38,8.78,2.64,11.25,119.55,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1
5.39,41.07,1.29,2.04,40.7,88.81,1330.1,10.37,4.8,14.12,67.92,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1
6.21,64.19,1.03,1.31,38.64,49.03,1880.37,10.7,6.29,3.31,89.43,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,2
6.84,53.46,1.29,2.28,34.1,31.46,480.2,6.94,0.55,12.24,99.6,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,1
5.38,28.77,0.4,2.61,39.63,79.4,328.41,10.8,13.91,0.41,39.07,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1
5.53,34.6,1.11,0.62,21.64,25.55,539.54,4.59,18.73,4.61,111.63,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,1
6.57,16.04,1.22,1.8,23.55,28.59,132.99,7.11,19.23,5.74,112.29,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,2
5.08,62.05,1.35,0.93,30.36,34.63,2116.6,9.96,13.75,9.28,12.37,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
7.24,10.13,1.58,1.95,32.67,75.84,1380.72,6.06,3.25,9.44,90.65,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2
5.54,17.82,0.63,1.76,37.85,61.6,247.96,10.63,18.59,7.47,86.03,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
7.06,45.96,0.42,1.39,13.35,72.3,2084.4,10.22,17.88,0.85,40.65,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,1
7.53,47.15,0.44,2.25,19.72,66.89,2162.43,10.97,15.65,3.04,87.07,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,1
